"RGcgc_ApprovalNo","RGcgc_PrevApprovalNo","RGcgc_ApprovalItemCode","RGcgc_ExecScheduledDate","RGcgc_RepaymentLimitDay","RGcgc_CommodityCode","RGcgc_SecurityCode","RGcgc_ExecScheduledMoney","RGcgc_InterestRate","RGcgc_InterestRateApplyDvsn","RGcgc_InterestSupplyRate","RGcgc_VariableInterestCode","RGcgc_SlideRange","RGcgc_StandardSpread","RGcgc_RepaymentWayCode","RGcgc_RepayIntervalCode","RGcgc_RepaymentInterestCode","RGcgc_RepayInterestIntrvlCode","RGcgc_FirstRepayInterestDate","RGcgc_FirstRepayDate","RGcgc_BeforeExecMoney","RGcgc_BeforeInterestRate","RGcgc_RootManagementNo","RGcgc_BonusTotalMoney","RGcgc_FixedContractualRate","RGcgc_VariableContractualRate","RGcgc_StepRateAppliedDate","RGcgc_StepRate","RGcgc_StepPeriod","RGcgc_CapitalUseDetailDivision","RGcgc_RepayDay","RGcgc_FractionDivision","RGcgc_DeferInterestIntrvlCode","RGcgc_RepayCount1","RGcgc_EveryRepayMoney2","RGcgc_BonusRepayMoney","RGcgc_BonusRepayCount","RGcgc_BonusBeginDate","RGcgc_BonusMonth1","RGcgc_BonusMonth2","RGcgc_StartRepayDate1","RGcgc_RepayDay1","RGcgc_LastRepayDate1","RGcgc_RepayIntervalCode1","RGcgc_IncreaseDecreaseMoney1","RGcgc_StartRepayDate2","RGcgc_RepayDay2","RGcgc_LastRepayDate2","RGcgc_RepayIntervalCode2","RGcgc_IncreaseDecreaseMoney2","RGcgc_StartRepayDate3","RGcgc_RepayDay3","RGcgc_LastRepayDate3","RGcgc_RepayIntervalCode3","RGcgc_IncreaseDecreaseMoney3","RGcgc_StartRepayDate4","RGcgc_RepayDay4","RGcgc_LastRepayDate4","RGcgc_RepayIntervalCode4","RGcgc_IncreaseDecreaseMoney4","RGcgc_StartRepayDate5","RGcgc_RepayDay5","RGcgc_LastRepayDate5","RGcgc_RepayIntervalCode5","RGcgc_IncreaseDecreaseMoney5","RGcgc_EveryRepayMoney3","RGcgc_ApprovalTypeCode","RGcgc_CapitalUseDivision","RGcgc_JikkouDate","RGcgc_TanpoKubun","RGcgc_KyokudoFlg","RGcgc_AccruedDelayInterest","RGcgc_BillLimitDate","RGcgc_InterestSettledDate","RGcgc_FixInerestTerm","RGcgc_InerestSelectDivision","RGcgc_ResponsibilityDivision","RGcgc_RepaymentDivision","RGcgc_BNSOldRateInterest","RGcgc_BNSSumFlag","RGcgc_BNSAccruedTMoney","RGcgc_BNSAccruedIMoney","RGcgc_RegularProfitMargin","RGcgc_DelayInterestMoney","RGcgc_DelayInterestCalcEndDate","RGcgc_ManagemntCreditFlag","RGcgc_TimeLimitExStopFlag","RGcgc_InterestApplyStartDiv","RGcgc_PrincipalCounterItem","RGcgc_InterestCounterItem","RGcgc_PrcpInterestCollDate","RGcgc_NowConditionStartDate","RGcgc_RegularInterestEndDate","RGcgc_AccountStartDate","RGcgc_FinalHolidayRevisedDiv","RGcgc_NextInterestSelectDiv","RGcgc_NextInterestMoney","RGcgc_NextRate","RGcgc_NextRateApplyDate","RGcgc_ExecuteStopFlag","RGcgc_SyokaiRibaraiDate","RGcgc_ConsumerLoanFlag","RGcgc_ConditionChangeDate","RGcgc_ConditionChangeFlag","RGcgc_LastRepayInterestDate","RGcgc_LastRateEndDate","RGcgc_OverdraftInterestMoney","RGcgc_PaymentInSubrogationFlag","RGcgc_AdditionalInterestMoney","RGcgc_NotFixedFormSumMoney","RGcgc_InsideAmount","RGcgc_FloatingLowerRate","RGcgc_AccruedDelayMoney","RGcgc_AccruedTMoney","RGcgc_AccruedIMoney","RGcgc_ReturnInterestMoney","RGcgc_TreatProfitMargin","RGcgc_InterestCollectedEndDate","RGcgc_InterestCollectedDate","RGcgc_InterestCalcDate","RGcgc_LatestCalcMoveDate","RGcgc_Rollover","RGcgc_GroupInsuranceDivision","RGcgc_FloatingUpperRate","RGcgc_InstallmentChangeDiv","RGcgc_InstallmentBaseYears","RGcgc_RegularInterestCount","RGcgc_NoFloatingBDivideFlag","RGcgc_SyokaiHensaiDate","RGcgc_LastLimitDate","RGcgc_FinalDivideExecuteDate","RGcgc_KyokudonaiZandaka","RGcgc_KyokudoZandaka","RGcgc_KijituTo","InsertDateTime","InsertUserNo","UpdateDateTime","UpdateUserNo"
"18300036","18300035","R_RINGIKAMOKU33","20171115","20190706","10001",,1000000,3.00000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20181206","20181206",,,,,0.00000,0.00000,,,,"R_SIKINSITOM230","06","R_ADJHASU2",,8,144286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2","20181115","72",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20181206",,,,,,2018/07/31 16:57:15.183,"014999      ",2018/07/31 16:57:15.183,"014999      "
"18300038","18300037","R_RINGIKAMOKU33","20171115","20190706","10001",,1000000,3.00000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20181206","20181206",,,,,0.00000,0.00000,,,,"R_SIKINSITOM230","06","R_ADJHASU2",,8,144286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2","20181115","72",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20181206",,,,,,2018/07/31 17:11:10.737,"014999      ",2018/07/31 17:11:10.737,"014999      "
"18300056","18300053","R_RINGIKAMOKU33","20181115","20190706","10001",,1000000,3.00000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20181206","20181206",,,,,0.00000,0.00000,,,,"R_SIKINSITOM230","06","R_ADJHASU2",,8,144286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"R_RINGISYURUI4","R_SIKINSITO2","20181115","72",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20181206",,,,,,2018/08/01 10:52:01.743,"014999      ",2018/08/01 10:52:01.743,"014999      "
"18300071","18300062","R_RINGIKAMOKU33","20181001","20181201","99912","1001",1000000,2.50000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU4","R_KANKAKU0","R_RIBARAIHOU2","R_RBRKANKAKU1","20181101","20181101",,,,,0.00000,0.00000,,,,"R_SIKINSITOM129","01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO1","20181001","61",0,,,,,,"R_RSPNSBLTY2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20181101",,,,,,2018/08/16 18:23:16.717,"014001      ",2018/08/16 18:23:16.717,"014001      "
"18300072","18300062","R_RINGIKAMOKU33","20181001","20181201","99912","1001",1000000,2.50000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU4","R_KANKAKU0","R_RIBARAIHOU2","R_RBRKANKAKU1","20181101","20181101",,,,,0.00000,0.00000,,,,"R_SIKINSITOM129","01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO1","20181001","61",0,,,,,,"R_RSPNSBLTY2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20181101",,,,,,2018/08/16 19:06:02.380,"014001      ",2018/08/16 19:06:02.380,"014001      "
"18300073","18300063","R_RINGIKAMOKU33","20181115","20190115","99912","1001",2500000,1.50000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU1","R_KANKAKU0","R_RIBARAIHOU2","R_RBRKANKAKU1",,,,,,,,,,,,"R_SIKINSITOM230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2","20181115","71",0,,,,,,"R_RSPNSBLTY1",,,,,,,,,,,,,,,,,,,,,,,,"20181201",,,,,,,,,,,,,,,,,"20181115",,,,,,,,,,,,,,,,,2018/08/16 20:50:00.530,"014001      ",2018/08/16 20:50:00.530,"014001      "
"18300076","18300050","R_RINGIKAMOKU32","20181025","20191030",,,12000000,3.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/08/17 14:05:32.727,"014001      ",2018/08/17 14:05:32.727,"014001      "
"18300088","18300048","R_RINGIKAMOKU33","20181010","20280825","60231","4050",20000000,3.00000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20181025","20181025",,,,,,,,,,"R_SIKINSITOM351","06","R_ADJHASU2",,120,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100000,"R_RINGISYURUI4","R_SIKINSITO3","20180910","71",0,,,,,,,,,,,,,,,,,,,,,"20180910",,,,,,,,,"20181201",,,,,,,,,,,,,,,,,"20280825","20280825","20180910",,,,,,,,,"20181025",,,,,,2018/08/21 16:22:43.993,"014001      ",2018/08/21 16:22:43.993,"014001      "
"18300090","18300065","R_RINGIKAMOKU33","20181217","20200725","60231","4050",30000000,1.50000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1",,,,,,,,,,,,"R_SIKINSITOM351","25","R_ADJHASU2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3","20181217","71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190101",,,,,,,,,,,,,,,,,,,,,,"R_DANSINKBN1",,,,,,"20190125",,,,,,2018/08/21 17:50:54.320,"014001      ",2018/08/21 17:50:54.320,"014001      "
"18300101","18300050","R_RINGIKAMOKU32","20190301","20190401",,,1000000,3.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4",,"20190301",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12000000,"20191030",2018/08/28 18:17:22.813,"014001      ",2018/08/28 18:17:22.813,"014001      "
"18300103","18300060","R_RINGIKAMOKU32","20181025","20191030",,,13000000,1.50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018/08/29 16:22:36.110,"014001      ",2018/08/29 16:22:36.110,"014001      "
"18300106","18300101","R_RINGIKAMOKU32","20190301","20190401",,,1000000,3.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4",,"20190301",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12000000,"20191030",2018/08/29 18:06:20.487,"014001      ",2018/08/29 18:06:20.487,"014001      "
"18300107","18300103","R_RINGIKAMOKU32","20190301","20190401",,,1000000,3.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4",,"20190301",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13000000,"20191030",2018/08/29 19:21:17.027,"014001      ",2018/08/29 19:21:17.027,"014001      "
"18300109","18300101","R_RINGIKAMOKU32","20190301","20190401",,,1000000,3.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4",,"20190301",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12000000,"20191030",2018/08/29 21:50:47.517,"014001      ",2018/08/29 21:50:47.517,"014001      "
"18300111","18300110","R_RINGIKAMOKU33","20181214","20200806","60231",,1000000,3.00000,,,,,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20190106","20190106",,,,,,,,,,"R_SIKINSITOM357","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3","20181214","71",0,,,"20180829",,,,,,,,,,,,,,,"1140400","7010400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190106",,,,,,2018/08/30 19:10:55.617,"014001      ",2018/08/30 19:10:55.617,"014001      "
"18300123","18300121","R_RINGIKAMOKU33","20181101","20381030","14725","14725",139000000,0.74000,"R_RIRITUTEKI03",,"R_RIRITUHENDO03",,1.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20181130","20181130",,,,,1.00000,1.00000,,,,"R_SIKINSITOM244","30","R_ADJHASU0",,240,51322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2","20181101","72",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20181130",,,,,,2018/09/14 18:20:31.257,"014999      ",2018/09/14 18:20:31.257,"014999      "
"18300126","18300125","R_RINGIKAMOKU33","20181102","20181201","99912","1001",1000000,2.50000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU1","R_KANKAKU0","R_RIBARAIHOU2","R_RBRKANKAKU1","20181201","20181201",,,,,,,,,,"R_SIKINSITOM129","01","R_ADJHASU0",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO1","20181102","61",0,,"20171129",,,,,,,,,,,,,,,,,,,"20181101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20181201",,,,,,2018/09/14 20:32:01.200,"014001      ",2018/09/14 20:32:01.200,"014001      "
"18300132","18300131","R_RINGIKAMOKU32","20190301","20190401",,,1000000,3.00000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4",,"20190301",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12000000,"20191030",2018/09/21 17:55:45.293,"014001      ",2018/09/21 17:55:45.293,"014001      "
"18300145","18300088","R_RINGIKAMOKU33","20171115","20190706","10001","1001",1000000,3.00000,"R_RIRITUTEKI03",,"R_RIRITUHENDO03",,0.30000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20171206","20171206",,,,,0.50000,0.30000,,,,"R_SIKINSITOM230","06","R_ADJHASU0",,20,51322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2","20171115","72",0,,"20171129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20181101",,,,,,2018/10/02 18:44:27.367,"014001      ",2018/10/02 18:44:27.367,"014001      "
"18300150","18300149","R_RINGIKAMOKU33","20171115","20190706","10001","1001",1000000,3.00000,"R_RIRITUTEKI03",,"R_RIRITUHENDO03",,0.30000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20171206","20171206",,,,,0.50000,0.30000,,,,"R_SIKINSITOM230","06","R_ADJHASU0",,20,51322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2","20171115","72",0,,"20171129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20181101",,,,,,2018/10/09 12:47:11.097,"014001      ",2018/10/09 12:47:11.097,"014001      "
"18300151","18300148","R_RINGIKAMOKU33","20171115","20190706","60231","1001",1000000,3.00000,"R_RIRITUTEKI03",,"R_RIRITUHENDO03",,0.30000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20181101","20171206",,,,,0.50000,0.30000,,,,"R_SIKINSITOM230","06","R_ADJHASU0",,20,51322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2","20171115","71",0,,"20171129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20181101",,,,,,2018/10/09 13:37:17.013,"014001      ",2018/10/09 13:37:17.013,"014001      "
"18300152","18300149","R_RINGIKAMOKU33","20171115","20190706","50163","4007",1000000,3.00000,"R_RIRITUTEKI03",,"R_RIRITUHENDO03",,0.30000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20171206","20171206",,,,,0.50000,0.30000,,,,"R_SIKINSITOM230","06","R_ADJHASU0",,20,51322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2","20171115","71",0,,"20171129",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20181101",,,,,,2018/10/09 13:45:15.993,"014001      ",2018/10/09 13:45:15.993,"014001      "
"18300153","18300111","R_RINGIKAMOKU33","20181214","20200806","60231",,1000000,3.00000,,,,,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20190106","20190106",,,,,,,,,,"R_SIKINSITOM357","06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3","20181214","71",0,,,"20180829",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190106",,,,,,2018/10/10 14:33:07.800,"014001      ",2018/10/10 14:33:07.800,"014001      "
"18300158","18300156","R_RINGIKAMOKU33","20190911","20200706","10001","1001",1000000,3.00000,"R_RIRITUTEKI03",,"R_RIRITUHENDO01",,0.30000,"R_HENSAIHOU2","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20191006","20191006",,,,,0.50000,0.30000,,,,"R_SIKINSITOM244","06","R_ADJHASU0",,20,51322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2","20190911","72",0,,"20191129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20171206",,,,,,2018/10/10 18:47:52.600,"001         ",2018/10/10 18:47:52.600,"001         "
"18300175","18300164","R_RINGIKAMOKU33","20190708","20290731","52200","4050",37000000,0.60000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20190801","20190801",,,,,-1.80000,-1.80000,,,,"R_SIKINSITOM353","31","R_ADJHASU0",,120,317752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190801",,,,,,2018/11/06 15:31:04.933,"10001       ",2018/11/06 15:31:04.933,"10001       "
"18300178","18300166","R_RINGIKAMOKU33","20190708","20290731","52200","4050",10900000,1.00000,"R_RIRITUTEKI04",,"R_RIRITUHENDO02",,0.00000,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20190801","20190801",,,,,-1.80000,-1.90000,,,,"R_SIKINSITOM355","31","R_ADJHASU0",,120,95488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,"R_KINRIKBN10",,,,,,,,,,,,,,,,"20181130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190801",,,,,,2018/11/07 11:20:44.817,"10001       ",2018/11/07 11:20:44.817,"10001       "
"18300233","18300232","R_RINGIKAMOKU33","20190215","20201206","10800","4015",100000,7.00000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20190306","20190306",,,,,,,,,,"R_SIKINSITOM230","06","R_ADJHASU0",,22,4856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2",,"73",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190306",,,,,,2019/02/05 17:35:26.267,"31001       ",2019/02/05 17:35:26.267,"31001       "
"18300241","18300235","R_RINGIKAMOKU32","20190625","20200214","99921","1001",1000000,3.00000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU1",,"R_RIBARAIHOU2","R_RBRKANKAKU1","20190725",,,,,,,,,,,"R_SIKINSITOM230","25",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2",,"61",0,,,,,,"R_RSPNSBLTY9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/03/05 13:46:49.377,"31001       ",2019/03/05 13:46:49.377,"31001       "
"18300250","18300249","R_RINGIKAMOKU32","20190625","20200214","10900","1001",1000000,1.60000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU1",,"R_RIBARAIHOU2","R_RBRKANKAKU1","20190725",,,,,,,,,,,"R_SIKINSITOM129","25",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO1",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/03/07 16:38:19.043,"31001       ",2019/03/07 16:38:19.043,"31001       "
"18300263","18300259","R_RINGIKAMOKU33","20190415","20201206","60231","4050",500000,1.50000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU4","R_KANKAKU1","R_RIBARAIHOU1","R_RBRKANKAKU1","20190506","20190506",,,,,,,,,,"R_SIKINSITOM357","06","R_ADJHASU0",,20,25329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190506",,,,,,2019/03/11 13:30:47.130,"31001       ",2019/03/11 13:30:47.130,"31001       "
"18300265","18300264","R_RINGIKAMOKU33","20190415","20201206","60233","4049",550000,1.30000,"R_RIRITUTEKI03",,"R_RIRITUHENDO01",,0.30000,"R_HENSAIHOU3","R_KANKAKU2","R_RIBARAIHOU1","R_RBRKANKAKU1","20190506","20190506",,,,110,0.50000,0.30000,,,,"R_SIKINSITOM357","06","R_ADJHASU0",,20,25327,33,3,"201906","06","12",,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20190506",,,,,,2019/03/11 16:48:18.080,"31001       ",2019/03/11 16:48:18.080,"31001       "
"18300267","18300266","R_RINGIKAMOKU32","20190920","20200820",,,1000000,3.00000,,,,,,,,,," ",,,,,,,,,,,," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000,1000000,,2019/03/13 10:42:25.937,"31001       ",2019/03/13 10:42:25.937,"31001       "
"18300273","18300272","R_RINGIKAMOKU33","20190911","20210506","99912","1001",1000000,3.00000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU2","R_KANKAKU1","R_RIBARAIHOU2","R_RBRKANKAKU1","20191006","20191006",,,,,,,,,,"R_SIKINSITOM230","06","R_ADJHASU0",,20,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2",,"61",0,,,,,,"R_RSPNSBLTY1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20191006",,,,,,2019/03/15 12:01:08.243,"31001       ",2019/03/15 12:01:08.243,"31001       "
"18300275","18300274","R_RINGIKAMOKU32","20190911","20210506","12068","1001",1000000,3.00000,,,"R_RIRITUHENDO01",,1.00000,"R_HENSAIHOU2","R_KANKAKU1","R_RIBARAIHOU2","R_RBRKANKAKU1","20191006","20191006",,,,,1.00000,1.00000,,,,"R_SIKINSITOM230","06",,,20,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2",,"10",0,,,,,,"R_RSPNSBLTY1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20191006",,,,,,2019/03/15 14:30:09.527,"31001       ",2019/03/15 14:30:09.527,"31001       "
"18300281","18300279","R_RINGIKAMOKU32","20190625","20200214","99921","1001",1000000,3.00000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU1",,"R_RIBARAIHOU2","R_RBRKANKAKU1","20190725",,,,,,,,,,,"R_SIKINSITOM230","25",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2",,"61",0,,,,,,"R_RSPNSBLTY1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/03/26 14:54:22.363,"31001       ",2019/03/26 14:54:22.363,"31001       "
"18300282","18300280","R_RINGIKAMOKU32","20190625","20200214","99921","1001",1000000,3.00000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU1",,"R_RIBARAIHOU2","R_RBRKANKAKU1","20190725",,,,,,,,,,,"R_SIKINSITOM230","25",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO2",,"61",0,,,,,,"R_RSPNSBLTY9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/03/26 15:05:15.370,"31001       ",2019/03/26 15:05:15.370,"31001       "
"18300286","18300251","R_RINGIKAMOKU32","20190625","20200214","50900","9999",1000000,1.60000,,,"R_RIRITUHENDO01",,,"R_HENSAIHOU1",,"R_RIBARAIHOU2","R_RBRKANKAKU1","20190725",,,,,,,,,,,"R_SIKINSITOM369","25",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R_RINGISYURUI4","R_SIKINSITO3",,"71",0,,,,,,"R_RSPNSBLTY9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019/03/27 18:13:26.487,"31001       ",2019/03/27 18:13:26.487,"31001       "
