"JGskm_SyoriId","JGskm_BranchNo","JGskm_CustomerNo","JGskm_KijyunNengetu","JGskm_ShinseiNo","JGskm_KasitukeNo","JGskm_Kamoku","JGskm_Riritu","JGskm_ShinseiDate","JGskm_ShinseiKigen","JGskm_TousyoJikkouDate","JGskm_Kijitu","JGskm_SyoninKigen","JGskm_KasitukeZandaka","JGskm_TousyoJikkouKingaku","JGskm_SikinSito","JGskm_HosyoMokuteki","JGskm_HensaiHouhou","JGskm_SyokaiHensaiDate","JGskm_SyokaiHensaigaku","JGskm_TotyukaiHensaigaku","JGskm_SaisyukaiHensaigaku","JGskm_HensaiSyuki","JGskm_EntaiGanpon","JGskm_EntaiKikan","JGskm_MondaiSaikenTokutei","JGskm_JoukenHenkou","JGskm_KjkKanwaSaiken","JGskm_KengenKubun","JGskm_HimotukiTanpo","JGskm_HimotukiHosyo","JGskm_Bikou","JGskm_Tokukasi1HendouKingaku","JGskm_Tokukasi1HendouJiyu","JGskm_Tokukasi1HendouComment","JGskm_Tokukasi2HendouKingaku","JGskm_Tokukasi2HendouJiyu","JGskm_Tokukasi2HendouComment","JGskm_Tokukasi3HendouKingaku","JGskm_Tokukasi3HendouJiyu","JGskm_Tokukasi3HendouComment","JGskm_Tokukasi4HendouKingaku","JGskm_Tokukasi4HendouJiyu","JGskm_Tokukasi4HendouComment","JGskm_Tokukasi1KoteiKingaku","JGskm_Tokukasi1KoteiJiyu","JGskm_Tokukasi1KoteiComment","JGskm_Tokukasi2KoteiKingaku","JGskm_Tokukasi2KoteiJiyu","JGskm_Tokukasi2KoteiComment","JGskm_Tokukasi3KoteiKingaku","JGskm_Tokukasi3KoteiJiyu","JGskm_Tokukasi3KoteiComment","JGskm_Tokukasi4KoteiKingaku","JGskm_Tokukasi4KoteiJiyu","JGskm_Tokukasi4KoteiComment","JGskm_Hosei","JGskm_LoanFlg","JGskm_SyohinCode","JGskm_TanpoCode","JGskm_RisokuDate","JGskm_KyokudoFlg","JGskm_BISShikibetsu1","JGskm_BISShikibetsu2","JGskm_SinkiTourokuDate","JGskm_SinkiTourokuUserNo","JGskm_LastUpdate","JGskm_UpdateUserNo"
"3000000000000212","001 ","0010001     ","202003",900000000009001,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/04/20 18:27:14.570,"0000000001",2020/04/20 18:27:14.570,"0000000001"
"3000000000000213","001 ","0010001     ","202003",900000000009001,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2023/06/21 16:07:28.133,"0000000001",2023/06/21 16:07:28.133,"0000000001"
"3000000000000214","001 ","0010004     ","202003",900000000009001,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/04/20 19:05:13.013,"0000000001",2020/04/20 19:05:13.013,"0000000001"
"3000000000000215","001 ","0010005     ","202003",900000000009001,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/04/20 19:05:07.900,"0000000001",2020/04/20 19:05:07.900,"0000000001"
"3000000000000216","001 ","0010006     ","202003",900000000009001,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/04/20 19:04:30.160,"0000000001",2020/04/20 19:04:30.160,"0000000001"
"3000000000000217","002 ","2220011     ","202003",900000000009001,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/04/20 19:04:44.647,"0000000001",2025/07/08 15:30:57.387,"TransferTr"
"3000000000000218","002 ","0020011     ","202003",900000000009001,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/04/20 19:39:49.767,"0000000001",2025/03/11 14:56:25.267,"TransferTr"
"3000000000000219","001 ","0010014     ","202003",900000000009001,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/04/20 19:52:04.747,"0000000001",2020/04/20 19:52:04.747,"0000000001"
"3000000000000220","001 ","0010014     ","202003",900000000009001,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/04/21 9:59:21.083,"0000000001",2020/04/21 9:59:21.083,"0000000001"
"3000000000000221","002 ","2220012     ","202003",900000000009001,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/04/21 10:10:25.850,"0000000001",2025/07/08 14:20:26.423,"TransferTr"
"3000000000000412","010 ","0105001     ","201812",900000000009001,1,"KAMOKU01",10.00000,"20170320"," "," "," "," ",10000000,0,"SIKINSITO101","HOSYOMOKU611018",""," ",,,,,,,1,"JYOUKEN1","","KENGEN1","UMU2","UMU2","テスト",,"","",,"","",,"","",,"","",,"","",,"","",,"","",,"","",1,0,,,,,,,2020/07/08 16:59:52.920,"0000000001",2025/10/29 15:23:10.107,"0000000001"
"3000000000000412","010 ","0105001     ","201812",900000000009002,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101","HOSYOMOKU611023",," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/07/08 16:59:52.920,"0000000001",2020/07/08 16:59:52.920,"0000000001"
"3000000000000412","010 ","0105001     ","201812",900000000009003,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101","HOSYOMOKU611023",," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/07/08 16:59:52.920,"0000000001",2020/07/08 16:59:52.920,"0000000001"
"3000000000000412","010 ","0105001     ","201812",900000000009004,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101","HOSYOMOKU611023",," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/07/08 16:59:52.920,"0000000001",2020/07/08 16:59:52.920,"0000000001"
"3000000000000412","010 ","0105001     ","201812",900000000009005,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101","HOSYOMOKU611023",," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/07/08 16:59:52.920,"0000000001",2020/07/08 16:59:52.920,"0000000001"
"3000000000000412","010 ","0105001     ","201812",900000000009006,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101","HOSYOMOKU611023",," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/07/08 16:59:52.920,"0000000001",2020/07/08 16:59:52.920,"0000000001"
"3000000000000412","010 ","0105001     ","201812",900000000009007,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101","HOSYOMOKU611023",," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/07/08 16:59:52.920,"0000000001",2020/07/08 16:59:52.920,"0000000001"
"3000000000000412","010 ","0105001     ","201812",900000000009008,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101","HOSYOMOKU611023",," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/07/08 16:59:52.920,"0000000001",2020/07/08 16:59:52.920,"0000000001"
"3000000000000412","010 ","0105001     ","201812",900000000009009,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101","HOSYOMOKU611023",," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/07/08 16:59:52.920,"0000000001",2020/07/08 16:59:52.920,"0000000001"
"3000000000000412","010 ","0105001     ","201812",900000000009010,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO101","HOSYOMOKU611023",," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2020/07/08 16:59:52.920,"0000000001",2020/07/08 16:59:52.920,"0000000001"
"3000000000000418","310 ","3100511     ","201803",900000000009001,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO360",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2021/06/10 17:00:35.720,"0000000001",2021/06/10 17:00:35.720,"0000000001"
"3000000000000420","310 ","3100541     ","202105",900000000009001,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO360",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2021/06/07 13:24:55.303,"0000000001",2021/06/07 13:24:55.303,"0000000001"
"3000000000000422","310 ","3100511     ","202105",900000000009001,1,"KAMOKU01",10.00000,"20170320",,,,,10000000,0,"SIKINSITO360",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2021/06/10 17:00:35.720,"0000000001",2021/06/10 17:00:35.720,"0000000001"
"3000000000000448","001 ","0010002     ","202307",90021,1,"KAMOKU02",10.00000,"20170320",,,,,10000000,0,"SIKINSITO112",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2024/03/22 16:54:55.367,"0000000001",2024/03/22 16:54:55.367,"0000000001"
"3000000000000448","001 ","0010002     ","202307",90022,1,"KAMOKU02",10.00000,"20170320",,,,,10000000,0,"SIKINSITO112",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2024/03/22 16:54:55.367,"0000000001",2024/03/22 16:54:55.367,"0000000001"
"3000000000000448","001 ","0010002     ","202307",90023,1,"KAMOKU02",10.00000,"20170320",,,,,10000000,0,"SIKINSITO112",,," ",,,,,,,0,"JYOUKEN1",,"KENGEN1","UMU2","UMU2",,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,2024/03/22 16:54:55.367,"0000000001",2024/03/22 16:54:55.367,"0000000001"
"3000000000000471","001 ","0010003     ","201803",3001,301,"KAMOKU03",1.00000,"20150101","20160101","20170823","20170823","20170823",1200000,,"SIKINSITO107","HOSYOMOKU300000","HENSAIHOUHOU1","20171231",,,,,,,0,"JYOUKEN1","","KENGEN2","UMU2","UMU2","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",1,0,"10912","1"," ",0,"","",2025/12/16 15:42:53.743,"177177    ",2025/12/16 15:42:53.743,"177177"
"3000000000000471","001 ","0010003     ","201803",3002,301,"KAMOKU03",1.00000,"20150101","20160101","20170823","20170823","20170823",1200000,,"SIKINSITO244","HOSYOMOKU300000","HENSAIHOUHOU1","20171231",,,,,,,0,"JYOUKEN1","","KENGEN2","UMU2","UMU2","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",1,0,"10912","1"," ",0,"","",2025/12/16 15:42:53.743,"177177    ",2025/12/16 15:42:53.743,"177177"
"3000000000000472","001 ","0010001     ","201712",2001,2001,"KAMOKU01",1.00000,"20150101","20160101","20170823","20160101","20170823",1200000,,"SIKINSITO101","HOSYOMOKU300000","HENSAIHOUHOU1","20171231",,,,,,,0,"JYOUKEN1","","KENGEN2","UMU2","UMU2","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,"","",0,1,"10912","1"," ",0,"","",2025/12/16 15:57:23.667,"0000000001",2025/12/16 15:57:23.667,"0000000001"
"TEST000000000200","001 ","0010006     ","202603",100000000000001,1,"KAMOKU01",,,,,"20260403",,1010000,,"SITO02","HOSYO02",,,,,,,0,1,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.113,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000002,2,"KAMOKU02",,,,,"20260404",,1020000,,"SITO01","HOSYO01",,,,,,,0,2,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.113,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000003,3,"KAMOKU03",,,,,"20260405",,1030000,,"SITO02","HOSYO02",,,,,,,0,3,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.113,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000004,4,"KAMOKU01",,,,,"20260406",,1040000,,"SITO01","HOSYO01",,,,,,,0,4,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.113,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000005,5,"KAMOKU02",,,,,"20260407",,1050000,,"SITO02","HOSYO02",,,,,,,10000,5,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.113,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000006,6,"KAMOKU03",,,,,"20260408",,1060000,,"SITO01","HOSYO01",,,,,,,0,6,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.117,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000007,7,"KAMOKU01",,,,,"20260409",,1070000,,"SITO02","HOSYO02",,,,,,,0,7,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.117,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000008,8,"KAMOKU02",,,,,"20260410",,1080000,,"SITO01","HOSYO01",,,,,,,0,8,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.117,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000009,9,"KAMOKU03",,,,,"20260411",,1090000,,"SITO02","HOSYO02",,,,,,,0,9,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.117,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000010,10,"KAMOKU01",,,,,"20260412",,1100000,,"SITO01","HOSYO01",,,,,,,10000,10,1,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.117,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000011,11,"KAMOKU02",,,,,"20260413",,1110000,,"SITO02","HOSYO02",,,,,,,0,11,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.117,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000012,12,"KAMOKU03",,,,,"20260414",,1120000,,"SITO01","HOSYO01",,,,,,,0,12,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.117,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000013,13,"KAMOKU01",,,,,"20260415",,1130000,,"SITO02","HOSYO02",,,,,,,0,13,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.120,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000014,14,"KAMOKU02",,,,,"20260416",,1140000,,"SITO01","HOSYO01",,,,,,,0,14,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.120,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000015,15,"KAMOKU03",,,,,"20260417",,1150000,,"SITO02","HOSYO02",,,,,,,10000,15,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.120,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000016,16,"KAMOKU01",,,,,"20260418",,1160000,,"SITO01","HOSYO01",,,,,,,0,16,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.120,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000017,17,"KAMOKU02",,,,,"20260419",,1170000,,"SITO02","HOSYO02",,,,,,,0,17,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.120,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000018,18,"KAMOKU03",,,,,"20260420",,1180000,,"SITO01","HOSYO01",,,,,,,0,18,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.120,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000019,19,"KAMOKU01",,,,,"20260421",,1190000,,"SITO02","HOSYO02",,,,,,,0,19,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.120,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000020,20,"KAMOKU02",,,,,"20260422",,1200000,,"SITO01","HOSYO01",,,,,,,10000,20,1,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.120,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000021,21,"KAMOKU03",,,,,"20260423",,1210000,,"SITO02","HOSYO02",,,,,,,0,21,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.120,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000022,22,"KAMOKU01",,,,,"20260424",,1220000,,"SITO01","HOSYO01",,,,,,,0,22,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.120,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000023,23,"KAMOKU02",,,,,"20260425",,1230000,,"SITO02","HOSYO02",,,,,,,0,23,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.120,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000024,24,"KAMOKU03",,,,,"20260426",,1240000,,"SITO01","HOSYO01",,,,,,,0,24,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.120,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000025,25,"KAMOKU01",,,,,"20260427",,1250000,,"SITO02","HOSYO02",,,,,,,10000,25,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.123,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000026,26,"KAMOKU02",,,,,"20260428",,1260000,,"SITO01","HOSYO01",,,,,,,0,26,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.123,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000027,27,"KAMOKU03",,,,,"20260429",,1270000,,"SITO02","HOSYO02",,,,,,,0,27,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.123,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000028,28,"KAMOKU01",,,,,"20260430",,1280000,,"SITO01","HOSYO01",,,,,,,0,28,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.123,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000029,29,"KAMOKU02",,,,,"20260501",,1290000,,"SITO02","HOSYO02",,,,,,,0,29,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.123,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000030,30,"KAMOKU03",,,,,"20260502",,1300000,,"SITO01","HOSYO01",,,,,,,10000,0,1,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.123,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000031,31,"KAMOKU01",,,,,"20260503",,1310000,,"SITO02","HOSYO02",,,,,,,0,1,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.123,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000032,32,"KAMOKU02",,,,,"20260504",,1320000,,"SITO01","HOSYO01",,,,,,,0,2,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.123,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000033,33,"KAMOKU03",,,,,"20260505",,1330000,,"SITO02","HOSYO02",,,,,,,0,3,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.123,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000034,34,"KAMOKU01",,,,,"20260506",,1340000,,"SITO01","HOSYO01",,,,,,,0,4,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.127,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000035,35,"KAMOKU02",,,,,"20260507",,1350000,,"SITO02","HOSYO02",,,,,,,10000,5,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.127,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000036,36,"KAMOKU03",,,,,"20260508",,1360000,,"SITO01","HOSYO01",,,,,,,0,6,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.127,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000037,37,"KAMOKU01",,,,,"20260509",,1370000,,"SITO02","HOSYO02",,,,,,,0,7,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.127,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000038,38,"KAMOKU02",,,,,"20260510",,1380000,,"SITO01","HOSYO01",,,,,,,0,8,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.127,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000039,39,"KAMOKU03",,,,,"20260511",,1390000,,"SITO02","HOSYO02",,,,,,,0,9,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.127,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000040,40,"KAMOKU01",,,,,"20260512",,1400000,,"SITO01","HOSYO01",,,,,,,10000,10,1,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.127,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000041,41,"KAMOKU02",,,,,"20260513",,1410000,,"SITO02","HOSYO02",,,,,,,0,11,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.127,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000042,42,"KAMOKU03",,,,,"20260514",,1420000,,"SITO01","HOSYO01",,,,,,,0,12,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.127,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000043,43,"KAMOKU01",,,,,"20260515",,1430000,,"SITO02","HOSYO02",,,,,,,0,13,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.127,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000044,44,"KAMOKU02",,,,,"20260516",,1440000,,"SITO01","HOSYO01",,,,,,,0,14,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.130,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000045,45,"KAMOKU03",,,,,"20260517",,1450000,,"SITO02","HOSYO02",,,,,,,10000,15,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.130,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000046,46,"KAMOKU01",,,,,"20260518",,1460000,,"SITO01","HOSYO01",,,,,,,0,16,0,"JOUKEN01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,2026/04/02 17:28:13.130,"TESTUSER01",,
"TEST000000000200","001 ","0010006     ","202603",100000000000047,47,"KAMOKU02",,,,,"20260519",,1470000,,"SITO02","HOSYO02",,,,,,,0,17,0,"JOUKEN02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,2026/04/02 17:28:13.130,"TESTUSER01",,
